interaction,ligand,receptor,ligand_means,ligand_props,receptor_means,receptor_props,morans,morans_pvals,mean,std
COL4A5^CD44,COL4A5,CD44,0.20932344,0.26121666666666665,0.07574416,0.09123333333333333,-0.012773014,1.0,-0.025304863,0.42541337
DCN^EGFR,DCN,EGFR,0.15854694,0.12866666666666668,0.10819267,0.14703333333333332,-0.01303235,1.0,-0.026027584,0.69458216
C3^CD81,C3,CD81,0.16144842,0.18345,0.45327023,0.48338333333333333,-0.013959899,1.0,-0.02790553,0.5560095
MIF^TNFRSF14,MIF,TNFRSF14,0.64815784,0.5967833333333333,0.062033042,0.08288333333333334,-0.014748143,1.0,-0.0290636,0.48083818
CCN2^LRP6,CCN2,LRP6,0.6555796,0.48738333333333334,0.5923134,0.5776166666666667,-0.015083042,1.0,-0.030165011,0.8746907
WNT5A^FZD10,WNT5A,FZD10,0.04661613,0.05591666666666667,0.09426845,0.13018333333333335,-0.015625825,1.0,-0.030723743,0.39567327
COL1A1^SDC1,COL1A1,SDC1,0.8601111,0.4845333333333333,0.072289936,0.10475,-0.015694896,1.0,-0.031298418,0.7163098
C3^NRP1,C3,NRP1,0.16144842,0.18345,0.079598255,0.08506666666666667,-0.016215237,1.0,-0.0322805,0.5301598
CP^SLC40A1,CP,SLC40A1,1.235368,0.7881666666666667,0.14321144,0.18133333333333335,-0.016250715,1.0,-0.03244796,0.8457034
LAMC1^CD44,LAMC1,CD44,0.8374309,0.6937666666666666,0.07574416,0.09123333333333333,-0.016293159,1.0,-0.032131404,0.5539881
WNT5A^LRP6,WNT5A,LRP6,0.04661613,0.05591666666666667,0.5923134,0.5776166666666667,-0.017065894,1.0,-0.033062167,0.52491593
COL18A1^ITGA3,COL18A1,ITGA3,1.1007198,0.7915166666666666,0.11982953,0.15988333333333332,-0.017217867,1.0,-0.0344228,0.5166872
COL6A3^SDC1,COL6A3,SDC1,0.39986977,0.2552333333333333,0.072289936,0.10475,-0.017387632,1.0,-0.03472345,0.67308754
MDK^LRP1,MDK,LRP1,1.817091,0.9025166666666666,0.30070972,0.34318333333333334,-0.01770101,1.0,-0.03540285,0.78396624
WNT5A^PTPRK,WNT5A,PTPRK,0.04661613,0.05591666666666667,0.3996548,0.44416666666666665,-0.018450974,1.0,-0.035994302,0.49020576
APOA1^LRP1,APOA1,LRP1,0.5310762,0.5053666666666666,0.30070972,0.34318333333333334,-0.020037808,1.0,-0.040076118,0.6220278
COL18A1^GPC4,COL18A1,GPC4,1.1007198,0.7915166666666666,0.17982703,0.2211,-0.020124767,1.0,-0.04023456,0.59055835
LAMA5^CD44,LAMA5,CD44,1.1172456,0.7873833333333333,0.07574416,0.09123333333333333,-0.02144575,1.0,-0.04213894,0.6378572
TGM2^ITGA9,TGM2,ITGA9,0.20695424,0.2518,0.07305029,0.08248333333333334,-0.021643745,1.0,-0.043041617,0.4939201
CCN1^SDC4,CCN1,SDC4,0.477936,0.41501666666666664,0.3713106,0.41308333333333336,-0.021812588,1.0,-0.043627445,0.8207976
VEGFA^NRP1,VEGFA,NRP1,0.32484362,0.36878333333333335,0.079598255,0.08506666666666667,-0.024890693,1.0,-0.049465448,0.5576147
LGALS3^ENG,LGALS3,ENG,0.20671439,0.25801666666666667,0.16600344,0.15085,-0.028842798,1.0,-0.05769228,0.54293066
TIMP1^FGFR2,TIMP1,FGFR2,0.7573497,0.6331833333333333,0.13725807,0.18206666666666665,-0.028935146,1.0,-0.057883635,0.54599464
DCN^ERBB4,DCN,ERBB4,0.15854694,0.12866666666666668,0.09081395,0.1251,-0.029283281,1.0,-0.058577463,0.5287378
IGFBP4^LRP6,IGFBP4,LRP6,0.17024529,0.19766666666666666,0.5923134,0.5776166666666667,-0.029819798,1.0,-0.059643142,0.5779528
VEGFA^ITGA9,VEGFA,ITGA9,0.32484362,0.36878333333333335,0.07305029,0.08248333333333334,-0.03208956,1.0,-0.063839756,0.50580585
MDK^SDC2,MDK,SDC2,1.817091,0.9025166666666666,0.050996896,0.060033333333333334,-0.037860528,1.0,-0.07267348,0.93807304
APOE^SORL1,APOE,SORL1,0.8531935,0.6709666666666667,0.44545558,0.4734333333333333,-0.041572787,1.0,-0.083138704,0.66972
COL14A1^CD44,COL14A1,CD44,0.5862786,0.5472333333333333,0.07574416,0.09123333333333333,-0.04545795,1.0,-0.09036001,0.60893214
BMP7^ENG,BMP7,ENG,0.3308056,0.38325,0.16600344,0.15085,-0.0485822,1.0,-0.097155504,0.61679685
CXCL12^CXCR4,CXCL12,CXCR4,0.08748657,0.10945,0.6211684,0.55665,-0.05037519,1.0,-0.1003547,0.6438885
COL5A2^DDR1,COL5A2,DDR1,0.064592324,0.06856666666666666,1.0570619,0.7705666666666666,-0.05771141,1.0,-0.11440378,0.85738564
COL4A1^CD47,COL4A1,CD47,0.39930317,0.32116666666666666,0.7002357,0.6234,-0.07650775,1.0,-0.15304641,0.7498368
COL3A1^DDR1,COL3A1,DDR1,0.5431885,0.3263333333333333,1.0570619,0.7705666666666666,-0.13515164,1.0,-0.27030754,1.202509
COL1A1^DDR1,COL1A1,DDR1,0.8601111,0.4845333333333333,1.0570619,0.7705666666666666,-0.13719696,1.0,-0.27439988,1.2212932
