interaction,ligand,receptor,ligand_means,ligand_props,receptor_means,receptor_props,morans,morans_pvals,mean,std
HSPG2^DAG1,HSPG2,DAG1,0.07170774,0.09696666666666667,0.28329813,0.34446666666666664,0.0036683755,0.0,0.0074256766,0.36206836
APP^TSPAN15,APP,TSPAN15,0.79693526,0.6800833333333334,0.07495013,0.10681666666666667,0.0036323026,0.0,0.007352714,0.40380755
GDF15^TGFBR2,GDF15,TGFBR2,0.39171788,0.3989,0.18591969,0.23306666666666667,0.0036231275,0.0,0.0072486876,0.5076241
WNT11^FZD6,WNT11,FZD6,0.1360618,0.1703,0.08956837,0.1276,0.0035894248,0.010000000000000009,0.0072431494,0.48786172
SERPINA1^LRP1,SERPINA1,LRP1,0.065857366,0.08923333333333333,0.30070972,0.34318333333333334,0.003574512,0.0,0.007437699,0.4354357
COL1A2^CD44,COL1A2,CD44,1.7125638,0.8766166666666667,0.07574416,0.09123333333333333,0.0035130007,0.010000000000000009,0.007069853,0.98508674
EFNA1^EPHA2,EFNA1,EPHA2,0.16912669,0.21776666666666666,0.07622101,0.10701666666666666,0.0035091648,0.0,0.0071042553,0.38490972
CLCF1^SORL1,CLCF1,SORL1,0.111517645,0.15336666666666668,0.44545558,0.4734333333333333,0.0035039876,0.0,0.007029312,0.43953496
CCN3^PLXNA1,CCN3,PLXNA1,0.07295445,0.10131666666666667,0.06502906,0.09276666666666666,0.0034909993,0.0,0.0071580955,0.37805137
CXCL12^ITGB1,CXCL12,ITGB1,0.08748657,0.10945,0.17783748,0.22815,0.003431059,0.0,0.006991876,0.47392824
COL4A5^CD47,COL4A5,CD47,0.20932344,0.26121666666666665,0.7002357,0.6234,0.0033687414,0.0,0.0067374366,0.51124614
EFNA4^EPHA4,EFNA4,EPHA4,0.051051542,0.07416666666666667,0.03981055,0.05868333333333333,0.0033485065,0.0,0.006847906,0.34768274
ADAM10^TSPAN14,ADAM10,TSPAN14,0.059630286,0.08526666666666667,0.15227287,0.20378333333333334,0.0033461074,0.0,0.0068813656,0.33540505
ADAM17^RHBDF2,ADAM17,RHBDF2,0.10988979,0.15166666666666667,0.09254434,0.12933333333333333,0.0033194905,0.0,0.006698448,0.34427688
CXCL12^ITGAV,CXCL12,ITGAV,0.08748657,0.10945,0.04399407,0.0641,0.0032692302,0.0,0.0066044,0.45256773
ANGPTL4^SDC3,ANGPTL4,SDC3,0.09024855,0.11638333333333334,0.10908727,0.1472,0.0032446603,0.0,0.0065440484,0.4006563
ADAM10^CADM1,ADAM10,CADM1,0.059630286,0.08526666666666667,0.16996741,0.21985,0.0031848461,0.0,0.0065624295,0.36659667
EFNA3^EPHA4,EFNA3,EPHA4,0.035057705,0.05218333333333333,0.03981055,0.05868333333333333,0.003153873,0.0,0.006677647,0.34780413
ITGAV^THY1,ITGAV,THY1,0.04399407,0.0641,0.38447782,0.40513333333333335,0.003118096,0.0,0.0063420744,0.5038056
NUCB2^ERAP1,NUCB2,ERAP1,0.15345661,0.20381666666666667,0.037269812,0.05238333333333333,0.0030344552,0.0,0.006415946,0.35083932
ADAM10^IL6R,ADAM10,IL6R,0.059630286,0.08526666666666667,0.043142073,0.06361666666666667,0.003012646,0.0,0.005942085,0.35296625
LAMB1^DAG1,LAMB1,DAG1,0.114201464,0.11055,0.28329813,0.34446666666666664,0.00289816,0.0,0.005795469,0.6645423
AGRN^ITGB1,AGRN,ITGB1,0.7036076,0.6390333333333333,0.17783748,0.22815,0.0028272343,0.020000000000000018,0.0056524044,0.4316205
ADAM10^TSPAN15,ADAM10,TSPAN15,0.059630286,0.08526666666666667,0.07495013,0.10681666666666667,0.0027807022,0.0,0.0057463986,0.33660224
CDH1^EGFR,CDH1,EGFR,0.20450613,0.26721666666666666,0.10819267,0.14703333333333332,0.0026416166,0.010000000000000009,0.0053199283,0.38421598
ADAM10^GPNMB,ADAM10,GPNMB,0.059630286,0.08526666666666667,0.08857782,0.1181,0.0025686282,0.0,0.0052026976,0.42083043
LRPAP1^LRP1,LRPAP1,LRP1,0.5339284,0.53845,0.30070972,0.34318333333333334,0.0024989096,0.0,0.004998503,0.4504821
TGFB2^ACVR1B_TGFBR2,TGFB2,ACVR1B_TGFBR2,0.06739903,0.0939,0.03921835,0.07215,0.0024825288,0.020000000000000018,0.0051131574,0.35800183
EFNB3^RHBDL2,EFNB3,RHBDL2,0.052919246,0.07795,0.086375654,0.11675,0.0024597463,0.0,0.005120983,0.4342185
FARP2^PLXNA3,FARP2,PLXNA3,0.092266396,0.13003333333333333,0.0883209,0.12335,0.00236996,0.020000000000000018,0.0048421538,0.35011253
TXLNA^STX1A,TXLNA,STX1A,0.20734899,0.26265,0.044951085,0.06585,0.0023571122,0.010000000000000009,0.0049309037,0.33605286
CX3CL1^ITGAV,CX3CL1,ITGAV,0.09123533,0.1266,0.04399407,0.0641,0.002351351,0.010000000000000009,0.0048310035,0.35070252
WNT5A^FZD2,WNT5A,FZD2,0.04661613,0.05591666666666667,0.043105327,0.06233333333333333,0.0023210598,0.0,0.0047040093,0.43040165
LRIG2^EGFR,LRIG2,EGFR,0.1270528,0.17206666666666667,0.10819267,0.14703333333333332,0.0022960634,0.0,0.0046285,0.36570373
ADAM17^ITGB1,ADAM17,ITGB1,0.10988979,0.15166666666666667,0.17783748,0.22815,0.002291343,0.020000000000000018,0.0046026534,0.35998255
TXLNA^STX4,TXLNA,STX4,0.20734899,0.26265,0.18975218,0.24555,0.0022449773,0.0,0.004488868,0.3492994
EFEMP2^PLSCR4,EFEMP2,PLSCR4,0.09114933,0.12231666666666667,0.039855395,0.054966666666666664,0.0022053178,0.010000000000000009,0.0045262706,0.35156235
NECTIN3^CADM1,NECTIN3,CADM1,0.07052969,0.09936666666666667,0.16996741,0.21985,0.0021767193,0.07999999999999996,0.004437409,0.38833264
RTN4^RTN4R,RTN4,RTN4R,0.22277068,0.2824333333333333,0.0742154,0.10725,0.0021501177,0.040000000000000036,0.004450689,0.35426423
EFNA3^EPHA2,EFNA3,EPHA2,0.035057705,0.05218333333333333,0.07622101,0.10701666666666666,0.00214516,0.0,0.0045098155,0.34709284
FN1^IL17RC,FN1,IL17RC,0.07095254,0.06281666666666667,0.042868253,0.06171666666666667,0.0021236953,0.010000000000000009,0.0037268817,0.5700041
EFNA4^EPHA2,EFNA4,EPHA2,0.051051542,0.07416666666666667,0.07622101,0.10701666666666666,0.0021149819,0.030000000000000027,0.004322359,0.33230075
RGMB^NEO1,RGMB,NEO1,0.062953755,0.08651666666666667,0.25999188,0.31935,0.0020965696,0.08999999999999997,0.00453134,0.38386816
SEMA5B^PLXNA1,SEMA5B,PLXNA1,0.19122282,0.23825,0.06502906,0.09276666666666666,0.0020699874,0.010000000000000009,0.0043069837,0.43480012
FGF18^FGFR3,FGF18,FGFR3,0.08780919,0.12461666666666667,0.08639095,0.12286666666666667,0.0020616332,0.0,0.0042241616,0.36867788
FARP2^PLXNA1,FARP2,PLXNA1,0.092266396,0.13003333333333333,0.06502906,0.09276666666666666,0.002056437,0.0,0.0040939725,0.33395725
NTN1^UNC5B,NTN1,UNC5B,0.07124025,0.10163333333333334,0.06477111,0.08995,0.0020468105,0.0,0.0042349817,0.3675568
GNAI2^PTPRU,GNAI2,PTPRU,0.13391422,0.17841666666666667,0.06304688,0.09051666666666666,0.0020177693,0.0,0.0039643785,0.35258818
JAG1^NOTCH2,JAG1,NOTCH2,0.037382606,0.051616666666666665,0.17976236,0.23445,0.0020010974,0.050000000000000044,0.0047855163,0.36245856
FADD^ABCA1,FADD,ABCA1,0.12657057,0.17356666666666667,0.13524368,0.17878333333333332,0.001970712,0.030000000000000027,0.003941255,0.38540664
LAMA4^DAG1,LAMA4,DAG1,0.07981803,0.07368333333333334,0.28329813,0.34446666666666664,0.0019627537,0.010000000000000009,0.003963384,0.6674444
APP^NOTCH2,APP,NOTCH2,0.79693526,0.6800833333333334,0.17976236,0.23445,0.0019576969,0.10999999999999999,0.003914212,0.4239396
VCL^ITGB5,VCL,ITGB5,0.29537877,0.35273333333333334,0.0461282,0.06678333333333333,0.0018391156,0.06000000000000005,0.0040578526,0.36963138
TXLNA^STX3,TXLNA,STX3,0.20734899,0.26265,0.09937505,0.13788333333333333,0.0018177269,0.12,0.003707884,0.34797987
TNFSF10^TNFRSF10B,TNFSF10,TNFRSF10B,0.1217077,0.1506,0.07769647,0.10275,0.0018159621,0.09999999999999998,0.003840778,0.46582362
RGMB^BMPR2,RGMB,BMPR2,0.062953755,0.08651666666666667,0.23645577,0.29633333333333334,0.0017643654,0.12,0.0039848536,0.3535283
EFNB3^EPHA4,EFNB3,EPHA4,0.052919246,0.07795,0.03981055,0.05868333333333333,0.0016991658,0.18000000000000005,0.0037806372,0.34762526
BMP1^BMPR2,BMP1,BMPR2,0.063117065,0.0797,0.23645577,0.29633333333333334,0.0016909483,0.12,0.00375179,0.38530308
FABP5^RXRA,FABP5,RXRA,0.04081411,0.05868333333333333,0.121064514,0.16286666666666666,0.001677795,0.09999999999999998,0.0036065031,0.34068447
TGFB2^ACVR1_TGFBR2,TGFB2,ACVR1_TGFBR2,0.06739903,0.0939,0.036803145,0.06731666666666666,0.0016639929,0.050000000000000044,0.0033695886,0.3459079
EFNA3^EPHA1,EFNA3,EPHA1,0.035057705,0.05218333333333333,0.25148553,0.30473333333333336,0.0016166284,0.18000000000000005,0.0039013994,0.41467103
NCAM1^ROBO3,NCAM1,ROBO3,0.21298583,0.2693333333333333,0.063137345,0.08846666666666667,0.0015977471,0.050000000000000044,0.00335744,0.3862207
WNT5A^LRP5,WNT5A,LRP5,0.04661613,0.05591666666666667,0.17156333,0.22586666666666666,0.0015197638,0.18000000000000005,0.003195697,0.42998368
WNT7A^FZD4_LRP6,WNT7A,FZD4_LRP6,0.05768167,0.08286666666666667,0.03845602,0.0647,0.0014869727,0.06000000000000005,0.0032438457,0.36215246
LAMA1^CD44,LAMA1,CD44,0.087166004,0.1176,0.07574416,0.09123333333333333,0.0014818578,0.07999999999999996,0.0029705348,0.44759417
ADAM10^TSPAN17,ADAM10,TSPAN17,0.059630286,0.08526666666666667,0.072862804,0.1061,0.0014795627,0.08999999999999997,0.0031017386,0.33527216
PDGFB^ITGAV,PDGFB,ITGAV,0.042184908,0.05461666666666667,0.04399407,0.0641,0.0014769174,0.030000000000000027,0.0032763777,0.35468638
GNAI2^UNC5B,GNAI2,UNC5B,0.13391422,0.17841666666666667,0.06477111,0.08995,0.0014665056,0.36,0.0029145614,0.36156082
GNAI2^EGFR,GNAI2,EGFR,0.13391422,0.17841666666666667,0.10819267,0.14703333333333332,0.0014662874,0.13,0.0029498574,0.36185548
MXRA5^MFAP3L,MXRA5,MFAP3L,0.123324044,0.17063333333333333,0.07542223,0.10815,0.0013959572,0.14,0.0028357112,0.37972477
WNT5A^RYK,WNT5A,RYK,0.04661613,0.05591666666666667,0.10205447,0.14128333333333334,0.0013542451,0.17000000000000004,0.003017355,0.41369316
WNT11^FZD5,WNT11,FZD5,0.1360618,0.1703,0.15103093,0.20476666666666668,0.0013435917,0.13,0.0026892535,0.51585233
GNAI2^S1PR3,GNAI2,S1PR3,0.13391422,0.17841666666666667,0.07566818,0.10566666666666667,0.0012851126,0.08999999999999997,0.0026046184,0.3574024
ANGPTL4^SDC1,ANGPTL4,SDC1,0.09024855,0.11638333333333334,0.072289936,0.10475,0.0012244144,0.55,0.0024941391,0.4150132
WNT5A^FZD7,WNT5A,FZD7,0.04661613,0.05591666666666667,0.06562244,0.09401666666666667,0.0011974782,0.010000000000000009,0.0028985715,0.43451038
AGRN^LRP1,AGRN,LRP1,0.7036076,0.6390333333333333,0.30070972,0.34318333333333334,0.001172258,0.31999999999999995,0.002344029,0.48839658
ADAM9^ITGA3,ADAM9,ITGA3,0.05002486,0.06886666666666667,0.11982953,0.15988333333333332,0.0011485436,0.28,0.0026294375,0.38899836
COL9A2^CD44,COL9A2,CD44,0.26586846,0.3179166666666667,0.07574416,0.09123333333333333,0.001136389,0.020000000000000018,0.0026083784,0.46679908
ST6GAL1^EGFR,ST6GAL1,EGFR,0.051167883,0.07483333333333334,0.10819267,0.14703333333333332,0.0010795061,0.39,0.0022412413,0.3695999
S100A4^ERBB3,S100A4,ERBB3,0.35689667,0.3834666666666667,0.67373854,0.6106666666666667,0.0010016748,0.6799999999999999,0.002002724,0.6087163
COL4A2^ITGB5,COL4A2,ITGB5,0.5233991,0.47276666666666667,0.0461282,0.06678333333333333,0.00096835603,0.30000000000000004,0.0017582992,0.5198681
ADAM9^ITGA6,ADAM9,ITGA6,0.05002486,0.06886666666666667,0.045920454,0.06746666666666666,0.00094937836,0.27,0.0018354169,0.34539738
CCN2^FGFR2,CCN2,FGFR2,0.6555796,0.48738333333333334,0.13725807,0.18206666666666665,0.00093737466,0.10999999999999999,0.0018737627,0.90349096
RGMB^BMPR1B,RGMB,BMPR1B,0.062953755,0.08651666666666667,0.12273839,0.16696666666666668,0.0008585286,0.26,0.0020858047,0.35971308
GAD1^GRM4,GAD1,GRM4,0.06990695,0.1008,0.03958083,0.05415,0.0008379564,0.24,0.0017171197,0.48031276
WNT5A^FZD4,WNT5A,FZD4,0.04661613,0.05591666666666667,0.06550347,0.09038333333333333,0.000834574,0.24,0.0017484602,0.4047877
ADO^ADORA1,ADO,ADORA1,0.061803922,0.08943333333333334,0.046452343,0.06875,0.00076328823,0.21999999999999997,0.0018090981,0.32236212
SNCA^LAG3,SNCA,LAG3,0.042091746,0.056916666666666664,0.04136054,0.05801666666666667,0.0007365373,0.29000000000000004,0.0017259042,0.3353079
LTBP1^ITGB5,LTBP1,ITGB5,0.04260224,0.06251666666666666,0.0461282,0.06678333333333333,0.0007246456,0.14,0.001731235,0.33734438
TGS1^RXRA,TGS1,RXRA,0.063529186,0.08958333333333333,0.121064514,0.16286666666666666,0.00068956177,0.4,0.001436019,0.33361
COL6A1^ITGA6,COL6A1,ITGA6,0.69208837,0.5754333333333334,0.045920454,0.06746666666666666,0.0006687458,0.22999999999999998,0.00072790036,0.58504695
COL18A1^GPC1,COL18A1,GPC1,1.1007198,0.7915166666666666,0.18997273,0.24468333333333334,0.000505452,0.45999999999999996,0.0010109516,0.46620554
ADAM17^NOTCH1,ADAM17,NOTCH1,0.10988979,0.15166666666666667,0.06374337,0.0857,0.00049412233,0.43000000000000005,0.0010581961,0.34432423
ADAM9^ITGAV,ADAM9,ITGAV,0.05002486,0.06886666666666667,0.04399407,0.0641,0.0003072825,0.44999999999999996,0.0011910924,0.34193048
JAG1^CD46,JAG1,CD46,0.037382606,0.051616666666666665,0.33685198,0.3912,0.00027613257,0.61,0.0016666395,0.34170386
PSEN1^NOTCH1,PSEN1,NOTCH1,0.24068008,0.30243333333333333,0.06374337,0.0857,0.000118243086,0.45999999999999996,0.00045967713,0.3639497
GNAI2^ADORA1,GNAI2,ADORA1,0.13391422,0.17841666666666667,0.046452343,0.06875,0.000114294,0.62,0.00041926588,0.3302774
ADAM10^CD44,ADAM10,CD44,0.059630286,0.08526666666666667,0.07574416,0.09123333333333333,7.5787204e-05,0.5700000000000001,0.0002360562,0.39989895
CCN2^IGF2R,CCN2,IGF2R,0.6555796,0.48738333333333334,0.0660903,0.09491666666666666,7.208539e-05,0.77,0.00032565193,0.76463586
TGFB2^ENG,TGFB2,ENG,0.06739903,0.0939,0.16600344,0.15085,-4.4643995e-05,0.52,-0.00030144144,0.6223022
LGALS8^ITGA3,LGALS8,ITGA3,0.055027872,0.0748,0.11982953,0.15988333333333332,-9.7999415e-05,0.41000000000000003,0.00037349903,0.38283983
YBX1^NOTCH1,YBX1,NOTCH1,1.0604545,0.7691166666666667,0.06374337,0.0857,-0.00010420549,0.5,0.00040149826,0.5041539
ENTPD1^ADORA1,ENTPD1,ADORA1,0.042788617,0.05561666666666667,0.046452343,0.06875,-0.00013377644,0.48,-0.00016413651,0.33803463
ADAM9^ITGB5,ADAM9,ITGB5,0.05002486,0.06886666666666667,0.0461282,0.06678333333333333,-0.00013514096,0.77,6.493325e-05,0.33306745
LIN7C^ABCA1,LIN7C,ABCA1,0.07558492,0.10733333333333334,0.13524368,0.17878333333333332,-0.00015446523,0.43000000000000005,-0.00023122337,0.36600664
HSPG2^SDC1,HSPG2,SDC1,0.07170774,0.09696666666666667,0.072289936,0.10475,-0.00033689366,0.64,-0.00069895136,0.34330612
GRN^SORT1,GRN,SORT1,0.29538792,0.34503333333333336,0.39675283,0.4414666666666667,-0.00033946798,0.96,-0.0006788866,0.46625793
WNT5A^ROR1,WNT5A,ROR1,0.04661613,0.05591666666666667,0.08283381,0.117,-0.00050691434,0.81,-0.00058794377,0.41589954
LAMA1^GPC1,LAMA1,GPC1,0.087166004,0.1176,0.18997273,0.24468333333333334,-0.00057108904,0.92,-0.0011425749,0.3715876
FSTL1^DIP2A,FSTL1,DIP2A,0.23308082,0.25916666666666666,0.13121673,0.17573333333333332,-0.0005986618,0.96,-0.0011939215,0.50977117
CXCL12^ACKR3,CXCL12,ACKR3,0.08748657,0.10945,0.1831878,0.22913333333333333,-0.0006260812,0.88,-0.0010422873,0.4834117
WNT5A^ROR2,WNT5A,ROR2,0.04661613,0.05591666666666667,0.046310212,0.06825,-0.0006630469,0.74,-0.001198271,0.41365376
CALR^LRP1,CALR,LRP1,0.8438847,0.69875,0.30070972,0.34318333333333334,-0.00069517485,1.0,-0.0013906454,0.52238864
CTHRC1^FZD3,CTHRC1,FZD3,0.12843047,0.16871666666666665,0.10069914,0.1394,-0.00072509283,0.89,-0.0014374834,0.39506394
LAMA3^SDC2,LAMA3,SDC2,0.078100145,0.1094,0.050996896,0.060033333333333334,-0.00073597056,0.8,-0.0010225208,0.420006
F10^F3,F10,F3,0.039863255,0.057833333333333334,0.09290786,0.12031666666666667,-0.00076876953,0.94,-0.0013640573,0.36445233
VEGFB^NRP1,VEGFB,NRP1,0.116657935,0.15995,0.079598255,0.08506666666666667,-0.0008771079,0.9,-0.0015210997,0.54292995
ADAM10^NOTCH1,ADAM10,NOTCH1,0.059630286,0.08526666666666667,0.06374337,0.0857,-0.0008870805,0.81,-0.0015437456,0.3243357
NECTIN3^NECTIN2,NECTIN3,NECTIN2,0.07052969,0.09936666666666667,0.4180705,0.45436666666666664,-0.000981193,1.0,-0.0017840721,0.38919505
LGALS3^MCAM,LGALS3,MCAM,0.20671439,0.25801666666666667,0.09970128,0.12481666666666667,-0.001021955,0.98,-0.0019604703,0.43445975
CCN3^NOTCH1,CCN3,NOTCH1,0.07295445,0.10131666666666667,0.06374337,0.0857,-0.0012774084,0.97,-0.002512331,0.36018863
COL6A1^SDC1,COL6A1,SDC1,0.69208837,0.5754333333333334,0.072289936,0.10475,-0.0015244157,0.89,-0.0029093649,0.5456208
GNAI2^LPAR3,GNAI2,LPAR3,0.13391422,0.17841666666666667,0.21146454,0.26425,-0.0015431539,0.99,-0.0030842533,0.44874126
LGALS3^LAG3,LGALS3,LAG3,0.20671439,0.25801666666666667,0.04136054,0.05801666666666667,-0.001638012,1.0,-0.0025540139,0.3893197
TGM2^ITGB1,TGM2,ITGB1,0.20695424,0.2518,0.17783748,0.22815,-0.0019031395,1.0,-0.0038052294,0.43860412
CGN^TGFBR2,CGN,TGFBR2,0.30963147,0.3667166666666667,0.18591969,0.23306666666666667,-0.0019076933,0.98,-0.0038148651,0.40471062
TGFB2^TGFBR3,TGFB2,TGFBR3,0.06739903,0.0939,0.06676675,0.09423333333333334,-0.002030802,0.99,-0.0039256774,0.36858994
PDGFB^ADGRV1,PDGFB,ADGRV1,0.042184908,0.05461666666666667,0.07330926,0.10638333333333333,-0.0021245847,0.97,-0.0038410663,0.33267197
FAM3C^LIFR,FAM3C,LIFR,0.6185579,0.58585,0.044321425,0.060533333333333335,-0.0021970219,1.0,-0.0029226786,0.44920406
WNT5A^PTK7,WNT5A,PTK7,0.04661613,0.05591666666666667,0.3884111,0.43395,-0.002242141,1.0,-0.0037949267,0.45027462
COL2A1^DDR1,COL2A1,DDR1,0.048530977,0.05921666666666667,1.0570619,0.7705666666666666,-0.0025679446,0.9299999999999999,-0.004647754,0.5138489
SDC2^PTPRJ,SDC2,PTPRJ,0.050996896,0.060033333333333334,0.09000978,0.12663333333333332,-0.0025948698,1.0,-0.0047596237,0.41356945
ADAM15^ITGA9,ADAM15,ITGA9,0.1608393,0.21365,0.07305029,0.08248333333333334,-0.0026252316,0.99,-0.0049663545,0.46758053
EFNA1^EPHA1,EFNA1,EPHA1,0.16912669,0.21776666666666666,0.25148553,0.30473333333333336,-0.002676667,1.0,-0.005356602,0.4508633
MFAP2^NOTCH1,MFAP2,NOTCH1,0.6554662,0.5977166666666667,0.06374337,0.0857,-0.0027960138,1.0,-0.0051083006,0.49152017
SLPI^PLSCR4,SLPI,PLSCR4,0.9724504,0.68805,0.039855395,0.054966666666666664,-0.0028608409,1.0,-0.004059143,0.6585411
APOE^LDLR,APOE,LDLR,0.8531935,0.6709666666666667,0.37404573,0.39968333333333333,-0.0028899715,1.0,-0.0057788533,0.6586682
C3^IFITM1,C3,IFITM1,0.16144842,0.18345,0.06257836,0.08733333333333333,-0.0030252137,1.0,-0.005975143,0.5385739
NTN1^MCAM,NTN1,MCAM,0.07124025,0.10163333333333334,0.09970128,0.12481666666666667,-0.0031830536,1.0,-0.0062214383,0.39053762
COL1A2^SDC1,COL1A2,SDC1,1.7125638,0.8766166666666667,0.072289936,0.10475,-0.0031899684,1.0,-0.006060692,0.6860917
S100A9^AGER,S100A9,AGER,0.13434787,0.11655,0.07693995,0.10663333333333333,-0.0032422894,1.0,-0.0064079966,0.5655633
CALM3^AR,CALM3,AR,0.11945049,0.159,0.07247668,0.09946666666666666,-0.0032650759,1.0,-0.006406967,0.37564173
LTBP3^ITGB5,LTBP3,ITGB5,0.5985354,0.57785,0.0461282,0.06678333333333333,-0.0033925585,1.0,-0.0060912785,0.40711734
NECTIN3^PVR,NECTIN3,PVR,0.07052969,0.09936666666666667,0.038062643,0.05188333333333333,-0.0034404686,1.0,-0.006436531,0.3472919
APP^TSPAN12,APP,TSPAN12,0.79693526,0.6800833333333334,0.1450112,0.19385,-0.00346222,1.0,-0.0069262106,0.4420045
SLC6A8^LIFR,SLC6A8,LIFR,0.24243772,0.30455,0.044321425,0.060533333333333335,-0.003530392,1.0,-0.006250493,0.37722433
GDF11^ANTXR1,GDF11,ANTXR1,0.34140033,0.39125,0.20269054,0.24325,-0.0037747934,1.0,-0.0075449524,0.50810534
CALM3^ESR1,CALM3,ESR1,0.11945049,0.159,0.12847964,0.17485,-0.00406687,1.0,-0.008067077,0.37328675
CALM3^EGFR,CALM3,EGFR,0.11945049,0.159,0.10819267,0.14703333333333332,-0.0041171615,1.0,-0.008180647,0.36653218
VEGFA^ITGB1,VEGFA,ITGB1,0.32484362,0.36878333333333335,0.17783748,0.22815,-0.0041234395,1.0,-0.008245735,0.47981942
CALM3^AQP6,CALM3,AQP6,0.11945049,0.159,0.11756072,0.16105,-0.004250141,1.0,-0.008472895,0.37778893
PSEN1^CD44,PSEN1,CD44,0.24068008,0.30243333333333333,0.07574416,0.09123333333333333,-0.0043164818,1.0,-0.0083432365,0.4293187
WNT5A^VANGL2,WNT5A,VANGL2,0.04661613,0.05591666666666667,0.09861768,0.13843333333333332,-0.0043556457,1.0,-0.008282312,0.39128628
SEMA3F^NRP1,SEMA3F,NRP1,0.17467399,0.22608333333333333,0.079598255,0.08506666666666667,-0.0043683797,1.0,-0.008628716,0.4986254
VEGFA^CD44,VEGFA,CD44,0.32484362,0.36878333333333335,0.07574416,0.09123333333333333,-0.004628496,1.0,-0.0089858,0.5088652
ERFE^LRP1,ERFE,LRP1,0.06972838,0.10003333333333334,0.30070972,0.34318333333333334,-0.0046615647,1.0,-0.009293594,0.39409187
TNFSF13^SDC2,TNFSF13,SDC2,0.13263714,0.17958333333333334,0.050996896,0.060033333333333334,-0.004849121,1.0,-0.009529647,0.43445027
NTN1^NEO1,NTN1,NEO1,0.07124025,0.10163333333333334,0.25999188,0.31935,-0.0053438074,1.0,-0.010504981,0.39759794
SERTAD1^AR,SERTAD1,AR,0.041626625,0.05895,0.07247668,0.09946666666666666,-0.0057241386,1.0,-0.011083094,0.35773695
LAMA1^SDC4,LAMA1,SDC4,0.087166004,0.1176,0.3713106,0.41308333333333336,-0.0060031563,1.0,-0.011994358,0.46263498
COL6A2^SDC1,COL6A2,SDC1,0.43912205,0.36925,0.072289936,0.10475,-0.006027991,1.0,-0.011987607,0.5727072
BMP8B^PLAUR,BMP8B,PLAUR,0.038029194,0.055433333333333334,0.050655294,0.06403333333333333,-0.0061510014,1.0,-0.012095349,0.37818718
TIMP1^CD63,TIMP1,CD63,0.7573497,0.6331833333333333,1.1195935,0.7909166666666667,-0.00618977,1.0,-0.01238289,0.7425501
BMP1^BMPR1B,BMP1,BMPR1B,0.063117065,0.0797,0.12273839,0.16696666666666668,-0.00624811,1.0,-0.011984892,0.3660259
CCN2^ERBB4,CCN2,ERBB4,0.6555796,0.48738333333333334,0.09081395,0.1251,-0.0063380767,1.0,-0.012700933,0.8894013
FN1^ITGA6,FN1,ITGA6,0.07095254,0.06281666666666667,0.045920454,0.06746666666666666,-0.006458195,1.0,-0.014132661,0.50761557
WNT5A^FZD3,WNT5A,FZD3,0.04661613,0.05591666666666667,0.10069914,0.1394,-0.006608545,1.0,-0.012947768,0.39561152
WNT5A^FZD6,WNT5A,FZD6,0.04661613,0.05591666666666667,0.08956837,0.1276,-0.006719591,1.0,-0.0129497275,0.37690902
PSAP^AR,PSAP,AR,0.99639356,0.75465,0.07247668,0.09946666666666666,-0.007126177,1.0,-0.01391116,0.46097732
WNT11^FZD4,WNT11,FZD4,0.1360618,0.1703,0.06550347,0.09038333333333333,-0.0071470714,1.0,-0.014219948,0.44076774
PKM^CD44,PKM,CD44,0.5886978,0.57265,0.07574416,0.09123333333333333,-0.0073826537,1.0,-0.0142764095,0.5035529
WNT5A^FZD5,WNT5A,FZD5,0.04661613,0.05591666666666667,0.15103093,0.20476666666666668,-0.0074191564,1.0,-0.014209425,0.41637853
C1QB^C1QBP,C1QB,C1QBP,0.06940659,0.06961666666666666,0.09856754,0.13963333333333333,-0.007429618,1.0,-0.014606079,0.46636084
COL4A2^SDC1,COL4A2,SDC1,0.5233991,0.47276666666666667,0.072289936,0.10475,-0.0077116764,1.0,-0.015285256,0.5104423
BMP1^BMPR1A,BMP1,BMPR1A,0.063117065,0.0797,0.19152679,0.25043333333333334,-0.0077528134,1.0,-0.01481835,0.3717795
APOE^LRP6,APOE,LRP6,0.8531935,0.6709666666666667,0.5923134,0.5776166666666667,-0.007858664,1.0,-0.015721356,0.6286638
LRIG1^EGFR,LRIG1,EGFR,0.23940684,0.28121666666666667,0.10819267,0.14703333333333332,-0.007879532,1.0,-0.0157644,0.4952266
TGFA^ERBB4,TGFA,ERBB4,0.053354,0.07851666666666667,0.09081395,0.1251,-0.008363231,1.0,-0.016509661,0.38547432
DKK3^KREMEN1,DKK3,KREMEN1,0.0717619,0.0707,0.12767342,0.17401666666666665,-0.009567945,1.0,-0.018881382,0.45798466
COL4A1^SDC1,COL4A1,SDC1,0.39930317,0.32116666666666666,0.072289936,0.10475,-0.010183744,1.0,-0.020280138,0.56322765
ANGPTL4^SDC4,ANGPTL4,SDC4,0.09024855,0.11638333333333334,0.3713106,0.41308333333333336,-0.01041521,1.0,-0.020702679,0.509946
FN1^SDC1,FN1,SDC1,0.07095254,0.06281666666666667,0.072289936,0.10475,-0.011590448,1.0,-0.023028871,0.4607964
APOE^LRP8,APOE,LRP8,0.8531935,0.6709666666666667,0.097259626,0.13536666666666666,-0.0115923835,1.0,-0.023088688,0.56540394
MIF^CD44_CD74,MIF,CD44_CD74,0.64815784,0.5967833333333333,0.05775075,0.07695,-0.012500378,1.0,-0.024282215,0.5276898
