data,method,"|corr(PC1, logUMI)|","|corr(PC2, logUMI)|","|corr(PC3, logUMI)|"
bins_8um,shifted_log,0.6055171100328541,0.6063443747770955,0.006526337843371043
bins_8um,pearson_residuals,0.09076601618963803,0.38602152372407167,0.14519623262043432
cells_bin2cell,shifted_log,0.39571507497576136,0.4861950848931043,0.2648793750166115
cells_bin2cell,pearson_residuals,0.11357093472214766,0.28818493903904385,0.05927816554185435
